
 num     #instances         #bytes  class name
1323:             1             56  org.apache.tomcat.util.scan.StandardJarScanFilter
1324:             1             56  org.apache.tomcat.util.threads.TaskQueue
1325:             1             56  org.springframework.asm.Label
1326:             1             56  org.springframework.boot.autoconfigure.http.HttpMessageConverters$1
1327:             1             56  org.springframework.boot.autoconfigure.jackson.JacksonProperties
1328:             1             56  org.springframework.boot.autoconfigure.web.ResourceProperties$Cache$Cachecontrol
1329:             1             56  org.springframework.boot.autoconfigure.web.servlet.DispatcherServletRegistrationBean
1330:             1             56  org.springframework.boot.task.TaskExecutorBuilder
1331:             1             56  org.springframework.boot.web.embedded.tomcat.LazySessionIdGenerator
1332:             1             56  org.springframework.expression.spel.support.StandardEvaluationContext
1333:             1             56  org.springframework.util.StopWatch
1334:             1             56  org.springframework.web.servlet.view.ContentNegotiatingViewResolver
1335:             1             56  sun.rmi.runtime.Log$InternalStreamHandler
1336:             1             48  [Lcom.fasterxml.jackson.annotation.JsonInclude$Include;
1337:             3             48  [Lcom.fasterxml.jackson.databind.JavaType;
1338:             1             48  [Lcom.sun.beans.util.Cache$CacheEntry;
1339:             1             48  [Lcom.sun.management.VMOption$Origin;
1340:             1             48  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic;
1341:             1             48  [Ljava.math.RoundingMode;
1342:             1             48  [Ljava.util.concurrent.TimeUnit;
1343:             2             48  [Lorg.apache.catalina.WebResource;
1344:             3             48  [Lorg.apache.catalina.mapper.Mapper$MappedWrapper;
1345:             2             48  [Lorg.springframework.asm.Type;
1346:             2             48  [Lorg.springframework.boot.context.properties.source.PropertyMapper;
1347:             1             48  [Lorg.springframework.cglib.proxy.CallbackInfo;
1348:             2             48  [Lorg.springframework.context.annotation.MBeanExportConfiguration$SpecificPlatform;
1349:             1             48  [Lsun.management.counter.Units;
1350:             1             48  [[Ljava.lang.Object;
1351:             1             48  ch.qos.logback.classic.pattern.DateConverter
1352:             3             48  ch.qos.logback.core.spi.LogbackLock
1353:             2             48  ch.qos.logback.core.subst.Node$Type
1354:             1             48  com.fasterxml.jackson.databind.cfg.ConfigOverride$Empty
1355:             2             48  com.fasterxml.jackson.databind.introspect.AnnotationIntrospectorPair
1356:             2             48  com.fasterxml.jackson.databind.ser.std.BooleanSerializer
1357:             1             48  com.fasterxml.jackson.databind.util.StdDateFormat
1358:             3             48  com.fasterxml.jackson.datatype.jdk8.Jdk8Module
1359:             2             48  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry
1360:             1             48  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings
1361:             2             48  com.sun.jmx.mbeanserver.MBeanAnalyzer
1362:             2             48  com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMaker
1363:             2             48  com.sun.jmx.mbeanserver.WeakIdentityHashMap
1364:             3             48  com.sun.proxy.$Proxy19
1365:             3             48  com.sun.proxy.$Proxy28
1366:             3             48  com.sun.proxy.$Proxy29
1367:             3             48  com.sun.proxy.$Proxy39
1368:             3             48  com.sun.proxy.$Proxy43
1369:             1             48  java.io.BufferedReader
1370:             2             48  java.io.File$PathStatus
1371:             1             48  java.lang.ProcessEnvironment
1372:             1             48  java.lang.invoke.BoundMethodHandle$Species_L4
1373:             2             48  java.lang.reflect.ReflectPermission
1374:             2             48  java.net.InetAddress$Cache
1375:             2             48  java.net.InetAddress$Cache$Type
1376:             3             48  java.net.Socket$2
1377:             3             48  java.net.Socket$3
1378:             2             48  java.net.SocketPermissionCollection
1379:             2             48  java.net.StandardProtocolFamily
1380:             2             48  java.nio.charset.CoderResult
1381:             3             48  java.nio.charset.CodingErrorAction
1382:             2             48  java.security.AllPermissionCollection
1383:             3             48  java.text.AttributedCharacterIterator$Attribute
1384:             2             48  java.time.format.DateTimeFormatterBuilder$1
1385:             3             48  java.time.format.DateTimeFormatterBuilder$StringLiteralPrinterParser
1386:             2             48  java.time.format.DateTimeFormatterBuilder$ZoneIdPrinterParser
1387:             2             48  java.time.format.DateTimeTextProvider$LocaleStore
1388:             2             48  java.util.Collections$UnmodifiableList
1389:             2             48  java.util.Currency
1390:             3             48  java.util.Hashtable$KeySet
1391:             2             48  java.util.Spliterators$1Adapter
1392:             3             48  java.util.concurrent.ConcurrentHashMap$EntrySetView
1393:             3             48  java.util.concurrent.ConcurrentHashMap$ValuesView
1394:             1             48  java.util.concurrent.ConcurrentSkipListMap
1395:             1             48  java.util.concurrent.locks.ReentrantReadWriteLock$FairSync
1396:             2             48  java.util.function.BiPredicate$$Lambda$51/2050019814
1397:             2             48  java.util.logging.LogManager$5
1398:             2             48  java.util.logging.Logger$LoggerBundle
1399:             2             48  java.util.regex.Pattern$SliceI
1400:             1             48  org.apache.catalina.core.DefaultInstanceManager
1401:             2             48  org.apache.catalina.core.StandardWrapperFacade
1402:             1             48  org.apache.catalina.mapper.MapperListener
1403:             3             48  org.apache.catalina.realm.RealmBase$AllRolesMode
1404:             1             48  org.apache.catalina.startup.Tomcat
1405:             2             48  org.apache.catalina.util.ErrorPageSupport
1406:             2             48  org.apache.catalina.util.URLEncoder
1407:             1             48  org.apache.tomcat.util.modeler.AttributeInfo
1408:             1             48  org.apache.tomcat.util.net.NioEndpoint$Poller
1409:             2             48  org.springframework.beans.CachedIntrospectionResults
1410:             1             48  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor
1411:             3             48  org.springframework.boot.autoconfigure.cache.CacheCondition
1412:             2             48  org.springframework.boot.autoconfigure.freemarker.FreeMarkerTemplateAvailabilityProvider
1413:             2             48  org.springframework.boot.autoconfigure.groovy.template.GroovyTemplateAvailabilityProvider
1414:             2             48  org.springframework.boot.autoconfigure.template.TemplateAvailabilityProviders
1415:             2             48  org.springframework.boot.autoconfigure.web.ServerProperties$Jetty$Accesslog$FORMAT
1416:             2             48  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$LocaleResolver
